Fiscal year,Diagnosis category,Sex,fiscal_year,value,ci_low,ci_high,sheet_type
2020–2021,   Trauma- and stressor-related disorders,Male,Agegroup:18–24years–Rate,60.9,,,Hospitalization
2020–2021,   Trauma- and stressor-related disorders,Total,Agegroup:18–24years–Rate,81.9,,,Hospitalization
2020–2021,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:18–24years–Rate,3.1,,,Hospitalization
2020–2021,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:18–24years–Rate,5.3,,,Hospitalization
2020–2021,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:18–24years–Rate,4.2,,,Hospitalization
2020–2021,   Eating and feeding disorders,Female,Agegroup:18–24years–Rate,18.3,,,Hospitalization
2020–2021,   Eating and feeding disorders,Male,Agegroup:18–24years–Rate,0.8,,,Hospitalization
2020–2021,   Eating and feeding disorders,Total,Agegroup:18–24years–Rate,9.3,,,Hospitalization
2020–2021,   Tic disorders,Female,Agegroup:18–24years–Rate,0.1,,,Hospitalization
2020–2021,   Tic disorders,Male,Agegroup:18–24years–Rate,0.3,,,Hospitalization
2020–2021,   Tic disorders,Total,Agegroup:18–24years–Rate,0.2,,,Hospitalization
2020–2021,   ADHD,Female,Agegroup:18–24years–Rate,1.9,,,Hospitalization
2020–2021,   ADHD,Male,Agegroup:18–24years–Rate,4.2,,,Hospitalization
2020–2021,   ADHD,Total,Agegroup:18–24years–Rate,3.1,,,Hospitalization
2021–2022,Neurocognitive disorders,Female,Agegroup:18–24years–Rate,1.8,,,Hospitalization
2021–2022,Neurocognitive disorders,Male,Agegroup:18–24years–Rate,2.4,,,Hospitalization
2021–2022,Neurocognitive disorders,Total,Agegroup:18–24years–Rate,2.1,,,Hospitalization
2021–2022,Substance-related disorders,Female,Agegroup:18–24years–Rate,113.4,,,Hospitalization
2021–2022,Substance-related disorders,Male,Agegroup:18–24years–Rate,164.2,,,Hospitalization
2021–2022,Substance-related disorders,Total,Agegroup:18–24years–Rate,139.7,,,Hospitalization
2021–2022,Schizophrenic and psychotic disorders,Female,Agegroup:18–24years–Rate,99.6,,,Hospitalization
2021–2022,Schizophrenic and psychotic disorders,Male,Agegroup:18–24years–Rate,218.7,,,Hospitalization
2021–2022,Schizophrenic and psychotic disorders,Total,Agegroup:18–24years–Rate,161.2,,,Hospitalization
2021–2022,Mood disorders,Female,Agegroup:18–24years–Rate,254.5,,,Hospitalization
2021–2022,Mood disorders,Male,Agegroup:18–24years–Rate,150.7,,,Hospitalization
2021–2022,Mood disorders,Total,Agegroup:18–24years–Rate,200.7,,,Hospitalization
2021–2022,Anxiety disorders,Female,Agegroup:18–24years–Rate,49.0,,,Hospitalization
2021–2022,Anxiety disorders,Male,Agegroup:18–24years–Rate,24.7,,,Hospitalization
2021–2022,Anxiety disorders,Total,Agegroup:18–24years–Rate,36.4,,,Hospitalization
2021–2022,Personality disorders,Female,Agegroup:18–24years–Rate,143.9,,,Hospitalization
2021–2022,Personality disorders,Male,Agegroup:18–24years–Rate,41.6,,,Hospitalization
2021–2022,Personality disorders,Total,Agegroup:18–24years–Rate,91.0,,,Hospitalization
2021–2022,Other disorders,Female,Agegroup:18–24years–Rate,191.7,,,Hospitalization
2021–2022,Other disorders,Male,Agegroup:18–24years–Rate,105.2,,,Hospitalization
2021–2022,Other disorders,Total,Agegroup:18–24years–Rate,147.0,,,Hospitalization
2021–2022,   Trauma- and stressor-related disorders,Female,Agegroup:18–24years–Rate,109.6,,,Hospitalization
2021–2022,   Trauma- and stressor-related disorders,Male,Agegroup:18–24years–Rate,60.1,,,Hospitalization
2021–2022,   Trauma- and stressor-related disorders,Total,Agegroup:18–24years–Rate,84.0,,,Hospitalization
2021–2022,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:18–24years–Rate,4.1,,,Hospitalization
2021–2022,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:18–24years–Rate,4.8,,,Hospitalization
2021–2022,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:18–24years–Rate,4.5,,,Hospitalization
2021–2022,   Eating and feeding disorders,Female,Agegroup:18–24years–Rate,23.2,,,Hospitalization
2021–2022,   Eating and feeding disorders,Male,Agegroup:18–24years–Rate,1.1,,,Hospitalization
2021–2022,   Eating and feeding disorders,Total,Agegroup:18–24years–Rate,11.8,,,Hospitalization
2021–2022,   Tic disorders,Female,Agegroup:18–24years–Rate,0.1,,,Hospitalization
2021–2022,   Tic disorders,Male,Agegroup:18–24years–Rate,0.4,,,Hospitalization
2021–2022,   Tic disorders,Total,Agegroup:18–24years–Rate,0.2,,,Hospitalization
2021–2022,   ADHD,Female,Agegroup:18–24years–Rate,2.6,,,Hospitalization
2021–2022,   ADHD,Male,Agegroup:18–24years–Rate,4.4,,,Hospitalization
2021–2022,   ADHD,Total,Agegroup:18–24years–Rate,3.5,,,Hospitalization
2022–2023,Neurocognitive disorders,Female,Agegroup:18–24years–Rate,1.7,,,Hospitalization
2022–2023,Neurocognitive disorders,Male,Agegroup:18–24years–Rate,1.8,,,Hospitalization
2022–2023,Neurocognitive disorders,Total,Agegroup:18–24years–Rate,1.8,,,Hospitalization
2022–2023,Substance-related disorders,Female,Agegroup:18–24years–Rate,101.2,,,Hospitalization
2022–2023,Substance-related disorders,Male,Agegroup:18–24years–Rate,140.8,,,Hospitalization
2022–2023,Substance-related disorders,Total,Agegroup:18–24years–Rate,121.8,,,Hospitalization
2022–2023,Schizophrenic and psychotic disorders,Female,Agegroup:18–24years–Rate,92.4,,,Hospitalization
2022–2023,Schizophrenic and psychotic disorders,Male,Agegroup:18–24years–Rate,189.8,,,Hospitalization
2022–2023,Schizophrenic and psychotic disorders,Total,Agegroup:18–24years–Rate,142.9,,,Hospitalization
2022–2023,Mood disorders,Female,Agegroup:18–24years–Rate,208.4,,,Hospitalization
2022–2023,Mood disorders,Male,Agegroup:18–24years–Rate,139.9,,,Hospitalization
2022–2023,Mood disorders,Total,Agegroup:18–24years–Rate,172.9,,,Hospitalization
2022–2023,Anxiety disorders,Female,Agegroup:18–24years–Rate,36.2,,,Hospitalization
2022–2023,Anxiety disorders,Male,Agegroup:18–24years–Rate,20.2,,,Hospitalization
2022–2023,Anxiety disorders,Total,Agegroup:18–24years–Rate,27.9,,,Hospitalization
2022–2023,Personality disorders,Female,Agegroup:18–24years–Rate,139.1,,,Hospitalization
2022–2023,Personality disorders,Male,Agegroup:18–24years–Rate,39.0,,,Hospitalization
2022–2023,Personality disorders,Total,Agegroup:18–24years–Rate,87.2,,,Hospitalization
2022–2023,Other disorders,Female,Agegroup:18–24years–Rate,167.5,,,Hospitalization
2022–2023,Other disorders,Male,Agegroup:18–24years–Rate,99.3,,,Hospitalization
2022–2023,Other disorders,Total,Agegroup:18–24years–Rate,132.2,,,Hospitalization
2022–2023,   Trauma- and stressor-related disorders,Female,Agegroup:18–24years–Rate,94.8,,,Hospitalization
2022–2023,   Trauma- and stressor-related disorders,Male,Agegroup:18–24years–Rate,53.6,,,Hospitalization
2022–2023,   Trauma- and stressor-related disorders,Total,Agegroup:18–24years–Rate,73.5,,,Hospitalization
2022–2023,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:18–24years–Rate,4.3,,,Hospitalization
2022–2023,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:18–24years–Rate,6.0,,,Hospitalization
2022–2023,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:18–24years–Rate,5.2,,,Hospitalization
2022–2023,   Eating and feeding disorders,Female,Agegroup:18–24years–Rate,20.2,,,Hospitalization
2022–2023,   Eating and feeding disorders,Male,Agegroup:18–24years–Rate,1.5,,,Hospitalization
2022–2023,   Eating and feeding disorders,Total,Agegroup:18–24years–Rate,10.5,,,Hospitalization
2022–2023,   Tic disorders,Female,Agegroup:18–24years–Rate,0.2,,,Hospitalization
2022–2023,   Tic disorders,Male,Agegroup:18–24years–Rate,0.6,,,Hospitalization
2022–2023,   Tic disorders,Total,Agegroup:18–24years–Rate,0.4,,,Hospitalization
2022–2023,   ADHD,Female,Agegroup:18–24years–Rate,3.3,,,Hospitalization
2022–2023,   ADHD,Male,Agegroup:18–24years–Rate,3.2,,,Hospitalization
2022–2023,   ADHD,Total,Agegroup:18–24years–Rate,3.3,,,Hospitalization
2023–2024,Neurocognitive disorders,Female,Agegroup:18–24years–Rate,1.6,,,Hospitalization
2023–2024,Neurocognitive disorders,Male,Agegroup:18–24years–Rate,1.5,,,Hospitalization
2023–2024,Neurocognitive disorders,Total,Agegroup:18–24years–Rate,1.6,,,Hospitalization
2023–2024,Substance-related disorders,Female,Agegroup:18–24years–Rate,95.7,,,Hospitalization
2023–2024,Substance-related disorders,Male,Agegroup:18–24years–Rate,127.1,,,Hospitalization
2023–2024,Substance-related disorders,Total,Agegroup:18–24years–Rate,112.1,,,Hospitalization
2023–2024,Schizophrenic and psychotic disorders,Female,Agegroup:18–24years–Rate,84.3,,,Hospitalization
2023–2024,Schizophrenic and psychotic disorders,Male,Agegroup:18–24years–Rate,168.7,,,Hospitalization
2023–2024,Schizophrenic and psychotic disorders,Total,Agegroup:18–24years–Rate,128.3,,,Hospitalization
2023–2024,Mood disorders,Female,Agegroup:18–24years–Rate,169.8,,,Hospitalization
2023–2024,Mood disorders,Male,Agegroup:18–24years–Rate,112.7,,,Hospitalization
2023–2024,Mood disorders,Total,Agegroup:18–24years–Rate,140.1,,,Hospitalization
2023–2024,Anxiety disorders,Female,Agegroup:18–24years–Rate,27.1,,,Hospitalization
2023–2024,Anxiety disorders,Male,Agegroup:18–24years–Rate,16.4,,,Hospitalization
2023–2024,Anxiety disorders,Total,Agegroup:18–24years–Rate,21.5,,,Hospitalization
2023–2024,Personality disorders,Female,Agegroup:18–24years–Rate,119.5,,,Hospitalization
2023–2024,Personality disorders,Male,Agegroup:18–24years–Rate,34.9,,,Hospitalization
2023–2024,Personality disorders,Total,Agegroup:18–24years–Rate,75.4,,,Hospitalization
2023–2024,Other disorders,Female,Agegroup:18–24years–Rate,156.4,,,Hospitalization
2023–2024,Other disorders,Male,Agegroup:18–24years–Rate,94.2,,,Hospitalization
2023–2024,Other disorders,Total,Agegroup:18–24years–Rate,124.0,,,Hospitalization
2023–2024,   Trauma- and stressor-related disorders,Female,Agegroup:18–24years–Rate,90.6,,,Hospitalization
2023–2024,   Trauma- and stressor-related disorders,Male,Agegroup:18–24years–Rate,51.5,,,Hospitalization
2023–2024,   Trauma- and stressor-related disorders,Total,Agegroup:18–24years–Rate,70.2,,,Hospitalization
2023–2024,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:18–24years–Rate,3.5,,,Hospitalization
2023–2024,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:18–24years–Rate,4.6,,,Hospitalization
2023–2024,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:18–24years–Rate,4.1,,,Hospitalization
2023–2024,   Eating and feeding disorders,Female,Agegroup:18–24years–Rate,16.9,,,Hospitalization
2023–2024,   Eating and feeding disorders,Male,Agegroup:18–24years–Rate,1.4,,,Hospitalization
2023–2024,   Eating and feeding disorders,Total,Agegroup:18–24years–Rate,8.8,,,Hospitalization
2023–2024,   Tic disorders,Female,Agegroup:18–24years–Rate,0.1,,,Hospitalization
2023–2024,   Tic disorders,Male,Agegroup:18–24years–Rate,0.2,,,Hospitalization
2023–2024,   Tic disorders,Total,Agegroup:18–24years–Rate,0.1,,,Hospitalization
2023–2024,   ADHD,Female,Agegroup:18–24years–Rate,1.8,,,Hospitalization
2023–2024,   ADHD,Male,Agegroup:18–24years–Rate,3.7,,,Hospitalization
2023–2024,   ADHD,Total,Agegroup:18–24years–Rate,2.8,,,Hospitalization
2018–2019,Neurocognitive disorders,Female,Agegroup:18–24years–95%CI,1.0,1,3,Hospitalization
2018–2019,Neurocognitive disorders,Male,Agegroup:18–24years–95%CI,2.0,2,3,Hospitalization
2018–2019,Neurocognitive disorders,Total,Agegroup:18–24years–95%CI,2.0,2,3,Hospitalization
2018–2019,Substance-related disorders,Female,Agegroup:18–24years–95%CI,104.0,104,114,Hospitalization
2018–2019,Substance-related disorders,Male,Agegroup:18–24years–95%CI,174.0,174,186,Hospitalization
2018–2019,Substance-related disorders,Total,Agegroup:18–24years–95%CI,142.0,142,150,Hospitalization
2018–2019,Schizophrenic and psychotic disorders,Female,Agegroup:18–24years–95%CI,79.0,79,88,Hospitalization
2018–2019,Schizophrenic and psychotic disorders,Male,Agegroup:18–24years–95%CI,220.0,220,235,Hospitalization
2018–2019,Schizophrenic and psychotic disorders,Total,Agegroup:18–24years–95%CI,154.0,154,163,Hospitalization
2018–2019,Mood disorders,Female,Agegroup:18–24years–95%CI,244.0,244,259,Hospitalization
2018–2019,Mood disorders,Male,Agegroup:18–24years–95%CI,173.0,173,185,Hospitalization
2018–2019,Mood disorders,Total,Agegroup:18–24years–95%CI,209.0,209,219,Hospitalization
2018–2019,Anxiety disorders,Female,Agegroup:18–24years–95%CI,39.0,39,46,Hospitalization
2018–2019,Anxiety disorders,Male,Agegroup:18–24years–95%CI,24.0,24,29,Hospitalization
2018–2019,Anxiety disorders,Total,Agegroup:18–24years–95%CI,32.0,32,36,Hospitalization
2018–2019,Personality disorders,Female,Agegroup:18–24years–95%CI,126.0,126,137,Hospitalization
2018–2019,Personality disorders,Male,Agegroup:18–24years–95%CI,38.0,38,44,Hospitalization
2018–2019,Personality disorders,Total,Agegroup:18–24years–95%CI,81.0,81,87,Hospitalization
2018–2019,Other disorders,Female,Agegroup:18–24years–95%CI,179.0,179,192,Hospitalization
2018–2019,Other disorders,Male,Agegroup:18–24years–95%CI,112.0,112,122,Hospitalization
2018–2019,Other disorders,Total,Agegroup:18–24years–95%CI,146.0,146,154,Hospitalization
2018–2019,   Trauma- and stressor-related disorders,Female,Agegroup:18–24years–95%CI,106.0,106,117,Hospitalization
2018–2019,   Trauma- and stressor-related disorders,Male,Agegroup:18–24years–95%CI,64.0,64,72,Hospitalization
2018–2019,   Trauma- and stressor-related disorders,Total,Agegroup:18–24years–95%CI,86.0,86,92,Hospitalization
2018–2019,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:18–24years–95%CI,3.0,3,5,Hospitalization
2018–2019,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:18–24years–95%CI,6.0,6,8,Hospitalization
2018–2019,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:18–24years–95%CI,5.0,5,6,Hospitalization
2018–2019,   Eating and feeding disorders,Female,Agegroup:18–24years–95%CI,16.0,16,20,Hospitalization
2018–2019,   Eating and feeding disorders,Male,Agegroup:18–24years–95%CI,1.0,1,2,Hospitalization
2018–2019,   Eating and feeding disorders,Total,Agegroup:18–24years–95%CI,8.0,8,10,Hospitalization
2018–2019,   Tic disorders,Female,Agegroup:18–24years–95%CI,0.0,0,1,Hospitalization
2018–2019,   Tic disorders,Male,Agegroup:18–24years–95%CI,0.0,0,1,Hospitalization
2018–2019,   Tic disorders,Total,Agegroup:18–24years–95%CI,0.0,0,1,Hospitalization
2018–2019,   ADHD,Female,Agegroup:18–24years–95%CI,1.0,1,2,Hospitalization
2018–2019,   ADHD,Male,Agegroup:18–24years–95%CI,3.0,3,5,Hospitalization
2018–2019,   ADHD,Total,Agegroup:18–24years–95%CI,2.0,2,3,Hospitalization
2019–2020,Neurocognitive disorders,Female,Agegroup:18–24years–95%CI,1.0,1,2,Hospitalization
2019–2020,Neurocognitive disorders,Male,Agegroup:18–24years–95%CI,2.0,2,3,Hospitalization
2019–2020,Neurocognitive disorders,Total,Agegroup:18–24years–95%CI,2.0,2,2,Hospitalization
2019–2020,Substance-related disorders,Female,Agegroup:18–24years–95%CI,102.0,102,112,Hospitalization
2019–2020,Substance-related disorders,Male,Agegroup:18–24years–95%CI,169.0,169,182,Hospitalization
2019–2020,Substance-related disorders,Total,Agegroup:18–24years–95%CI,139.0,139,147,Hospitalization
2019–2020,Schizophrenic and psychotic disorders,Female,Agegroup:18–24years–95%CI,81.0,81,90,Hospitalization
2019–2020,Schizophrenic and psychotic disorders,Male,Agegroup:18–24years–95%CI,210.0,210,224,Hospitalization
2019–2020,Schizophrenic and psychotic disorders,Total,Agegroup:18–24years–95%CI,150.0,150,158,Hospitalization
2019–2020,Mood disorders,Female,Agegroup:18–24years–95%CI,229.0,229,244,Hospitalization
2019–2020,Mood disorders,Male,Agegroup:18–24years–95%CI,165.0,165,177,Hospitalization
2019–2020,Mood disorders,Total,Agegroup:18–24years–95%CI,198.0,198,207,Hospitalization
2019–2020,Anxiety disorders,Female,Agegroup:18–24years–95%CI,38.0,38,44,Hospitalization
2019–2020,Anxiety disorders,Male,Agegroup:18–24years–95%CI,24.0,24,28,Hospitalization
2019–2020,Anxiety disorders,Total,Agegroup:18–24years–95%CI,31.0,31,35,Hospitalization
2019–2020,Personality disorders,Female,Agegroup:18–24years–95%CI,121.0,121,132,Hospitalization
